@@,itemlabel,item,startdate,enddate
+++,"Жулин, Юрий Викторович",,2021-01-15,
+++,"Жумабаева, Айгуль Кызыровна",,2021-01-15,
+++,"Закиева, Динара Болатовна",,2021-01-15,
+++,"Имашева, Снежанна Валерьевна",,2021-01-15,
+++,"Иса, Казыбек Жарылкасынулы",Q12573678,2021-01-15,
+++,"Казанцев, Павел Олегович",Q70252568,2021-01-15,
+++,"Камасова, Зарина Айдархановна",,2021-01-15,
+++,"Каменов, Файзулла Каменович",,2021-01-15,
+++,"Каратаев, Фахриддин Абдинабиевич",,2021-01-15,
+++,"Кесебаева, Балаим Туганбаевна",Q105551761,2021-01-15,
+++,"Ким, Вера Александровна",Q109490946,2021-01-15,
+++,"Кожахметов, Арман Тулешович",Q97382705,2021-01-15,
+++,"Колода, Дмитрий Владимирович",,2021-01-15,
+++,"Конуров, Айкын Ойратович",Q12578894,2021-01-15,
+++,"Кошанов, Ерлан Жаканович",Q29587228,2021-01-15,
+++,"Кулахметов, Газиз Зейнель-Габиденович",,2021-01-15,
+++,"Кулшар, Малик Иманкулулы",,2021-01-15,
+++,"Кусаинов, Марат Апсеметович",,2021-01-15,
+++,"Куспан, Айгуль Сайфоллакызы",Q97208097,2021-01-15,
+++,"Кучинская, Юлия Владимировна",,2021-01-15,
+++,"Ли, Юрий Виссарионович",,2021-01-15,
+++,"Линник, Андрей Григорьевич",,2021-01-15,
+++,"Милютин, Александр Александрович",,2021-01-15,
+++,"Мусабаев, Самат Базарбаевич",Q109487825,2021-01-15,
+++,"Мусин, Канат Сергеевич",Q110692444,2021-01-15,
+++,"Мынбай, Дархан Камзабекулы",Q12540007,2021-01-15,
+++,"Набиев, Вакиль Гусейнович",Q109487943,2021-01-15,
+++,"Накпаев, Салимжан Жумашевич",Q7404619,2021-01-15,
+++,"Нуркина, Айгуль Кабдушевна",Q109488604,2021-01-15,
->,"Нурлан Зайруллаевич Нигматуллин->Нигматулин, Нурлан Зайруллаевич",Q3719139,2016-06-21->2021-01-15,
+++,"Нурманбетова, Джамиля Нусупжановна",Q16681896,2021-01-15,
+++,"Нуров, Канат Ильич",,2021-01-15,
+++,"Нурумова, Гульдара Алданышевна",,2021-01-15,
+++,"Омарбекова, Жанат Ануарбековна",Q70251318,2021-01-15,
+++,"Омиргали, Ерлик Хайдарулы",,2021-01-15,
+++,"Осин, Шамиль Абзалетдинович",,2021-01-15,
+++,"Оспанов, Берик Серикович",Q16437445,2021-01-15,
+++,"Павловец, Лариса Павловна",,2021-01-15,
+++,"Панченко, Игорь Иванович",,2021-01-15,
+++,"Паяев, Айбек Минаимбекович",,2021-01-15,
+++,"Перуашев, Азат Турлыбекулы",Q17489784,2021-01-15,
+++,"Платонов, Артур Станиславович",Q12529956,2021-01-15,
+++,"Раззак, Назиля Раззакбаевна",,2021-01-15,
+++,"Рамазанова, Лаззат Керимкуловна",,2021-01-15,
+++,"Раманкулов, Максат Базаралыевич",,2021-01-15,
+++,"Рау, Альберт Павлович",Q4390898,2021-01-15,
+++,"Рахимжанов, Амерхан Муратпекович",Q12578930,2021-01-15,
+++,"Решетников, Сергей Николаевич",,2021-01-15,
+++,"Саиров, Ерлан Бияхметович",Q109493955,2021-01-15,
+++,"Сапарова, Алия Суиндиковна",,2021-01-15,
+++,"Сартбаев, Бауржан Мейрамбекович",,2021-01-15,
+++,"Сарым, Айдос Амироллаулы",Q12527422,2021-01-15,
+++,"Сембинов, Азат Талгатович",Q109493957,2021-01-15,
+++,"Симонов, Сергей Анатольевич",,2021-01-15,
+++,"Скакова, Айжан Амангельдиевна",,2021-01-15,
+++,"Смагул, Бахытбек",Q20483331,2021-01-15,
+++,"Смайлов, Ерлан Валерьевич",,2021-01-15,
+++,"Смирнова, Ирина Владимировна",Q97591795,2021-01-15,
+++,"Смышляева, Екатерина Васильевна",,2021-01-15,
+++,"Сулейменова, Жулдыз Досбергеновна",Q109493950,2021-01-15,
+++,"Сулейменова, Зульфия Булатовна",Q109494028,2021-01-15,
+++,"Тажмагамбетова, Макпал Мазаковна",,2021-01-15,
+++,"Тайжанов, Ерлик Серикбаевич",,2021-01-15,
+++,"Ташкараев, Гани Абдуганиевич",,2021-01-15,
+++,"Тельпекбаева, Жанна Тлеубековна",,2021-01-15,
+++,"Тилеухан, Бекболат Канайулы",Q12534778,2021-01-15,
+++,"Торгаев, Беккали Нургалиевич",,2021-01-15,
+++,"Тохтасунов, Владимир Имтахунович",,2021-01-15,
+++,"Тулепберген, Мейрамбек Мылтыкбайулы",,2021-01-15,
+++,"Турганов, Дюсенбай Нурбаевич",,2021-01-15,
+++,"Уисимбаев, Аскарбек Съезбекович",,2021-01-15,
+++,"Унжакова, Ирина Сергеевна",Q16656122,2021-01-15,
+++,"Хамедов, Абилфас Муслимович",,2021-01-15,
+++,"Хамзин, Гани Булатулы",,2021-01-15,
+++,"Шиповских, Геннадий Геннадиевич",Q60835329,2021-01-15,
